test push
//========================================
Theta Lambda Entropy UtilMaxVariance UtilTimeAvgVariance
0.700000 47 2.853409 0.004023 0.000003
0.750000 47 2.843410 0.004065 0.000003
0.800000 47 2.806451 0.004537 0.000003
0.850000 47 2.838532 0.004470 0.000003
0.900000 47 2.765484 0.004462 0.000003
0.950000 47 2.437218 0.004664 0.000003
0.000000 48 -2.000000 0.000032 0.000000
0.050000 48 4.317427 0.000033 0.000000
0.100000 48 4.223929 0.000176 0.000000
0.150000 48 4.143582 0.000636 0.000001
0.200000 48 3.957176 0.001366 0.000001
0.250000 48 3.680665 0.001250 0.000001
0.300000 48 3.218449 0.001929 0.000001
0.350000 48 2.711701 0.002365 0.000001
0.400000 48 2.763885 0.002747 0.000002
0.450000 48 2.799558 0.003060 0.000002
0.500000 48 2.785306 0.003328 0.000002
0.550000 48 2.741175 0.003462 0.000002
0.600000 48 2.834718 0.003700 0.000002
0.650000 48 2.831401 0.003935 0.000002
0.700000 48 2.763629 0.003920 0.000003
0.750000 48 2.851515 0.004114 0.000003
0.800000 48 2.948433 0.004412 0.000003
0.850000 48 2.878826 0.004409 0.000003
0.900000 48 2.791878 0.004449 0.000003
0.950000 48 2.478242 0.004664 0.000003
0.000000 49 -2.000000 0.000013 0.000000
0.050000 49 4.350812 0.000034 0.000000
0.100000 49 4.239248 0.000212 0.000000
0.150000 49 4.116105 0.000583 0.000001
0.200000 49 3.966881 0.001454 0.000001
0.250000 49 3.649023 0.001645 0.000001
0.300000 49 3.231079 0.001951 0.000001
0.350000 49 2.878798 0.001982 0.000001
0.400000 49 2.741907 0.002901 0.000002
0.450000 49 2.731298 0.002923 0.000002
0.500000 49 2.811487 0.003302 0.000002
0.550000 49 2.674909 0.003386 0.000002
0.600000 49 2.855114 0.003841 0.000002
0.650000 49 2.862986 0.004003 0.000002
0.700000 49 2.752152 0.004073 0.000003
0.750000 49 2.846836 0.004111 0.000003
0.800000 49 2.821138 0.004266 0.000003
0.850000 49 2.872423 0.004406 0.000003
0.900000 49 2.778701 0.004331 0.000003
0.950000 49 2.452997 0.004713 0.000003
0.000000 50 -2.000000 0.000037 0.000000
0.050000 50 4.246366 0.000031 0.000000
0.100000 50 4.232385 0.000120 0.000000
0.150000 50 4.081327 0.000589 0.000001
0.200000 50 3.983750 0.001304 0.000001
0.250000 50 3.639025 0.001731 0.000001
0.300000 50 3.176768 0.002035 0.000001
0.350000 50 2.772130 0.002336 0.000001
0.400000 50 2.752097 0.002883 0.000002
0.450000 50 2.809388 0.003029 0.000002
0.500000 50 2.722892 0.003252 0.000002
0.550000 50 2.699594 0.003423 0.000002
0.600000 50 2.835052 0.003717 0.000002
0.650000 50 2.771290 0.003857 0.000002
0.700000 50 2.827457 0.003982 0.000003
0.750000 50 2.781146 0.004068 0.000003
0.800000 50 2.844960 0.004272 0.000003
0.850000 50 2.837785 0.004453 0.000003
0.900000 50 2.645335 0.004418 0.000003
0.950000 50 2.505264 0.004664 0.000003
